factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_zscore((close - low)/(adj_close - open), subindustry)"
"group_rank((close - low)/(adj_close - open), subindustry)"
"group_mean((close - low)/(adj_close - open), subindustry)"
"group_zscore(-(close - low)/(adj_close - open), subindustry)"
"group_rank(-(close - low)/(adj_close - open), subindustry)"
"group_mean(-(close - low)/(adj_close - open), subindustry)"
"group_zscore((close - low)/(adj_close - high), subindustry)"
"group_rank((close - low)/(adj_close - high), subindustry)"
"group_mean((close - low)/(adj_close - high), subindustry)"
"group_zscore(-(close - low)/(adj_close - high), subindustry)"
"group_rank(-(close - low)/(adj_close - high), subindustry)"
"group_mean(-(close - low)/(adj_close - high), subindustry)"
"group_zscore((close - low)/(adj_close - low), subindustry)"
"group_rank((close - low)/(adj_close - low), subindustry)"
"group_mean((close - low)/(adj_close - low), subindustry)"
"group_zscore(-(close - low)/(adj_close - low), subindustry)"
"group_rank(-(close - low)/(adj_close - low), subindustry)"
"group_mean(-(close - low)/(adj_close - low), subindustry)"
"group_zscore((close - low)/(adj_close - close), subindustry)"
"group_rank((close - low)/(adj_close - close), subindustry)"
"group_mean((close - low)/(adj_close - close), subindustry)"
"group_zscore(-(close - low)/(adj_close - close), subindustry)"
"group_rank(-(close - low)/(adj_close - close), subindustry)"
"group_mean(-(close - low)/(adj_close - close), subindustry)"
"group_zscore((close - low)/(adj_close - vwap), subindustry)"
"group_rank((close - low)/(adj_close - vwap), subindustry)"
"group_mean((close - low)/(adj_close - vwap), subindustry)"
"group_zscore(-(close - low)/(adj_close - vwap), subindustry)"
"group_rank(-(close - low)/(adj_close - vwap), subindustry)"
"group_mean(-(close - low)/(adj_close - vwap), subindustry)"
"group_zscore((close - low)/(adj_close - returns), subindustry)"
"group_rank((close - low)/(adj_close - returns), subindustry)"
"group_mean((close - low)/(adj_close - returns), subindustry)"
"group_zscore(-(close - low)/(adj_close - returns), subindustry)"
"group_rank(-(close - low)/(adj_close - returns), subindustry)"
"group_mean(-(close - low)/(adj_close - returns), subindustry)"
"group_zscore((close - vwap)/(open - high), subindustry)"
"group_rank((close - vwap)/(open - high), subindustry)"
"group_mean((close - vwap)/(open - high), subindustry)"
"group_zscore(-(close - vwap)/(open - high), subindustry)"
"group_rank(-(close - vwap)/(open - high), subindustry)"
"group_mean(-(close - vwap)/(open - high), subindustry)"
"group_zscore((close - vwap)/(open - low), subindustry)"
"group_rank((close - vwap)/(open - low), subindustry)"
"group_mean((close - vwap)/(open - low), subindustry)"
"group_zscore(-(close - vwap)/(open - low), subindustry)"
"group_rank(-(close - vwap)/(open - low), subindustry)"
"group_mean(-(close - vwap)/(open - low), subindustry)"
"group_zscore((close - vwap)/(open - close), subindustry)"
"group_rank((close - vwap)/(open - close), subindustry)"
"group_mean((close - vwap)/(open - close), subindustry)"
"group_zscore(-(close - vwap)/(open - close), subindustry)"
"group_rank(-(close - vwap)/(open - close), subindustry)"
"group_mean(-(close - vwap)/(open - close), subindustry)"
"group_zscore((close - vwap)/(open - vwap), subindustry)"
"group_rank((close - vwap)/(open - vwap), subindustry)"
"group_mean((close - vwap)/(open - vwap), subindustry)"
"group_zscore(-(close - vwap)/(open - vwap), subindustry)"
"group_rank(-(close - vwap)/(open - vwap), subindustry)"
"group_mean(-(close - vwap)/(open - vwap), subindustry)"
"group_zscore((close - vwap)/(open - returns), subindustry)"
"group_rank((close - vwap)/(open - returns), subindustry)"
"group_mean((close - vwap)/(open - returns), subindustry)"
"group_zscore(-(close - vwap)/(open - returns), subindustry)"
"group_rank(-(close - vwap)/(open - returns), subindustry)"
"group_mean(-(close - vwap)/(open - returns), subindustry)"
"group_zscore((close - vwap)/(open - adj_close), subindustry)"
"group_rank((close - vwap)/(open - adj_close), subindustry)"
"group_mean((close - vwap)/(open - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(open - adj_close), subindustry)"
"group_rank(-(close - vwap)/(open - adj_close), subindustry)"
"group_mean(-(close - vwap)/(open - adj_close), subindustry)"
"group_zscore((close - vwap)/(high - open), subindustry)"
"group_rank((close - vwap)/(high - open), subindustry)"
"group_mean((close - vwap)/(high - open), subindustry)"
"group_zscore(-(close - vwap)/(high - open), subindustry)"
"group_rank(-(close - vwap)/(high - open), subindustry)"
"group_mean(-(close - vwap)/(high - open), subindustry)"
"group_zscore((close - vwap)/(high - low), subindustry)"
"group_rank((close - vwap)/(high - low), subindustry)"
"group_mean((close - vwap)/(high - low), subindustry)"
"group_zscore(-(close - vwap)/(high - low), subindustry)"
"group_rank(-(close - vwap)/(high - low), subindustry)"
"group_mean(-(close - vwap)/(high - low), subindustry)"
"group_zscore((close - vwap)/(high - close), subindustry)"
"group_rank((close - vwap)/(high - close), subindustry)"
"group_mean((close - vwap)/(high - close), subindustry)"
"group_zscore(-(close - vwap)/(high - close), subindustry)"
"group_rank(-(close - vwap)/(high - close), subindustry)"
"group_mean(-(close - vwap)/(high - close), subindustry)"
"group_zscore((close - vwap)/(high - vwap), subindustry)"
"group_rank((close - vwap)/(high - vwap), subindustry)"
"group_mean((close - vwap)/(high - vwap), subindustry)"
"group_zscore(-(close - vwap)/(high - vwap), subindustry)"
"group_rank(-(close - vwap)/(high - vwap), subindustry)"
"group_mean(-(close - vwap)/(high - vwap), subindustry)"
"group_zscore((close - vwap)/(high - returns), subindustry)"
"group_rank((close - vwap)/(high - returns), subindustry)"
"group_mean((close - vwap)/(high - returns), subindustry)"
"group_zscore(-(close - vwap)/(high - returns), subindustry)"
"group_rank(-(close - vwap)/(high - returns), subindustry)"
"group_mean(-(close - vwap)/(high - returns), subindustry)"
"group_zscore((close - vwap)/(high - adj_close), subindustry)"
"group_rank((close - vwap)/(high - adj_close), subindustry)"
"group_mean((close - vwap)/(high - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(high - adj_close), subindustry)"
"group_rank(-(close - vwap)/(high - adj_close), subindustry)"
"group_mean(-(close - vwap)/(high - adj_close), subindustry)"
"group_zscore((close - vwap)/(low - open), subindustry)"
"group_rank((close - vwap)/(low - open), subindustry)"
"group_mean((close - vwap)/(low - open), subindustry)"
"group_zscore(-(close - vwap)/(low - open), subindustry)"
"group_rank(-(close - vwap)/(low - open), subindustry)"
"group_mean(-(close - vwap)/(low - open), subindustry)"
"group_zscore((close - vwap)/(low - high), subindustry)"
"group_rank((close - vwap)/(low - high), subindustry)"
"group_mean((close - vwap)/(low - high), subindustry)"
"group_zscore(-(close - vwap)/(low - high), subindustry)"
"group_rank(-(close - vwap)/(low - high), subindustry)"
"group_mean(-(close - vwap)/(low - high), subindustry)"
"group_zscore((close - vwap)/(low - close), subindustry)"
"group_rank((close - vwap)/(low - close), subindustry)"
"group_mean((close - vwap)/(low - close), subindustry)"
"group_zscore(-(close - vwap)/(low - close), subindustry)"
"group_rank(-(close - vwap)/(low - close), subindustry)"
"group_mean(-(close - vwap)/(low - close), subindustry)"
"group_zscore((close - vwap)/(low - vwap), subindustry)"
"group_rank((close - vwap)/(low - vwap), subindustry)"
"group_mean((close - vwap)/(low - vwap), subindustry)"
"group_zscore(-(close - vwap)/(low - vwap), subindustry)"
"group_rank(-(close - vwap)/(low - vwap), subindustry)"
"group_mean(-(close - vwap)/(low - vwap), subindustry)"
"group_zscore((close - vwap)/(low - returns), subindustry)"
"group_rank((close - vwap)/(low - returns), subindustry)"
"group_mean((close - vwap)/(low - returns), subindustry)"
"group_zscore(-(close - vwap)/(low - returns), subindustry)"
"group_rank(-(close - vwap)/(low - returns), subindustry)"
"group_mean(-(close - vwap)/(low - returns), subindustry)"
"group_zscore((close - vwap)/(low - adj_close), subindustry)"
"group_rank((close - vwap)/(low - adj_close), subindustry)"
"group_mean((close - vwap)/(low - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(low - adj_close), subindustry)"
"group_rank(-(close - vwap)/(low - adj_close), subindustry)"
"group_mean(-(close - vwap)/(low - adj_close), subindustry)"
"group_zscore((close - vwap)/(close - open), subindustry)"
"group_rank((close - vwap)/(close - open), subindustry)"
"group_mean((close - vwap)/(close - open), subindustry)"
"group_zscore(-(close - vwap)/(close - open), subindustry)"
"group_rank(-(close - vwap)/(close - open), subindustry)"
"group_mean(-(close - vwap)/(close - open), subindustry)"
"group_zscore((close - vwap)/(close - high), subindustry)"
"group_rank((close - vwap)/(close - high), subindustry)"
"group_mean((close - vwap)/(close - high), subindustry)"
"group_zscore(-(close - vwap)/(close - high), subindustry)"
"group_rank(-(close - vwap)/(close - high), subindustry)"
"group_mean(-(close - vwap)/(close - high), subindustry)"
"group_zscore((close - vwap)/(close - low), subindustry)"
"group_rank((close - vwap)/(close - low), subindustry)"
"group_mean((close - vwap)/(close - low), subindustry)"
"group_zscore(-(close - vwap)/(close - low), subindustry)"
"group_rank(-(close - vwap)/(close - low), subindustry)"
"group_mean(-(close - vwap)/(close - low), subindustry)"
"group_zscore((close - vwap)/(close - vwap), subindustry)"
"group_rank((close - vwap)/(close - vwap), subindustry)"
"group_mean((close - vwap)/(close - vwap), subindustry)"
"group_zscore(-(close - vwap)/(close - vwap), subindustry)"
"group_rank(-(close - vwap)/(close - vwap), subindustry)"
"group_mean(-(close - vwap)/(close - vwap), subindustry)"
"group_zscore((close - vwap)/(close - returns), subindustry)"
"group_rank((close - vwap)/(close - returns), subindustry)"
"group_mean((close - vwap)/(close - returns), subindustry)"
"group_zscore(-(close - vwap)/(close - returns), subindustry)"
"group_rank(-(close - vwap)/(close - returns), subindustry)"
"group_mean(-(close - vwap)/(close - returns), subindustry)"
"group_zscore((close - vwap)/(close - adj_close), subindustry)"
"group_rank((close - vwap)/(close - adj_close), subindustry)"
"group_mean((close - vwap)/(close - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(close - adj_close), subindustry)"
"group_rank(-(close - vwap)/(close - adj_close), subindustry)"
"group_mean(-(close - vwap)/(close - adj_close), subindustry)"
"group_zscore((close - vwap)/(vwap - open), subindustry)"
"group_rank((close - vwap)/(vwap - open), subindustry)"
"group_mean((close - vwap)/(vwap - open), subindustry)"
"group_zscore(-(close - vwap)/(vwap - open), subindustry)"
"group_rank(-(close - vwap)/(vwap - open), subindustry)"
"group_mean(-(close - vwap)/(vwap - open), subindustry)"
"group_zscore((close - vwap)/(vwap - high), subindustry)"
"group_rank((close - vwap)/(vwap - high), subindustry)"
"group_mean((close - vwap)/(vwap - high), subindustry)"
"group_zscore(-(close - vwap)/(vwap - high), subindustry)"
"group_rank(-(close - vwap)/(vwap - high), subindustry)"
"group_mean(-(close - vwap)/(vwap - high), subindustry)"
"group_zscore((close - vwap)/(vwap - low), subindustry)"
"group_rank((close - vwap)/(vwap - low), subindustry)"
"group_mean((close - vwap)/(vwap - low), subindustry)"
"group_zscore(-(close - vwap)/(vwap - low), subindustry)"
"group_rank(-(close - vwap)/(vwap - low), subindustry)"
"group_mean(-(close - vwap)/(vwap - low), subindustry)"
"group_zscore((close - vwap)/(vwap - close), subindustry)"
"group_rank((close - vwap)/(vwap - close), subindustry)"
"group_mean((close - vwap)/(vwap - close), subindustry)"
"group_zscore(-(close - vwap)/(vwap - close), subindustry)"
"group_rank(-(close - vwap)/(vwap - close), subindustry)"
"group_mean(-(close - vwap)/(vwap - close), subindustry)"
"group_zscore((close - vwap)/(vwap - returns), subindustry)"
"group_rank((close - vwap)/(vwap - returns), subindustry)"
"group_mean((close - vwap)/(vwap - returns), subindustry)"
"group_zscore(-(close - vwap)/(vwap - returns), subindustry)"
"group_rank(-(close - vwap)/(vwap - returns), subindustry)"
"group_mean(-(close - vwap)/(vwap - returns), subindustry)"
"group_zscore((close - vwap)/(vwap - adj_close), subindustry)"
"group_rank((close - vwap)/(vwap - adj_close), subindustry)"
"group_mean((close - vwap)/(vwap - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(vwap - adj_close), subindustry)"
"group_rank(-(close - vwap)/(vwap - adj_close), subindustry)"
"group_mean(-(close - vwap)/(vwap - adj_close), subindustry)"
"group_zscore((close - vwap)/(returns - open), subindustry)"
"group_rank((close - vwap)/(returns - open), subindustry)"
"group_mean((close - vwap)/(returns - open), subindustry)"
"group_zscore(-(close - vwap)/(returns - open), subindustry)"
"group_rank(-(close - vwap)/(returns - open), subindustry)"
"group_mean(-(close - vwap)/(returns - open), subindustry)"
"group_zscore((close - vwap)/(returns - high), subindustry)"
"group_rank((close - vwap)/(returns - high), subindustry)"
"group_mean((close - vwap)/(returns - high), subindustry)"
"group_zscore(-(close - vwap)/(returns - high), subindustry)"
"group_rank(-(close - vwap)/(returns - high), subindustry)"
"group_mean(-(close - vwap)/(returns - high), subindustry)"
"group_zscore((close - vwap)/(returns - low), subindustry)"
"group_rank((close - vwap)/(returns - low), subindustry)"
"group_mean((close - vwap)/(returns - low), subindustry)"
"group_zscore(-(close - vwap)/(returns - low), subindustry)"
"group_rank(-(close - vwap)/(returns - low), subindustry)"
"group_mean(-(close - vwap)/(returns - low), subindustry)"
"group_zscore((close - vwap)/(returns - close), subindustry)"
"group_rank((close - vwap)/(returns - close), subindustry)"
"group_mean((close - vwap)/(returns - close), subindustry)"
"group_zscore(-(close - vwap)/(returns - close), subindustry)"
"group_rank(-(close - vwap)/(returns - close), subindustry)"
"group_mean(-(close - vwap)/(returns - close), subindustry)"
"group_zscore((close - vwap)/(returns - vwap), subindustry)"
"group_rank((close - vwap)/(returns - vwap), subindustry)"
"group_mean((close - vwap)/(returns - vwap), subindustry)"
"group_zscore(-(close - vwap)/(returns - vwap), subindustry)"
"group_rank(-(close - vwap)/(returns - vwap), subindustry)"
"group_mean(-(close - vwap)/(returns - vwap), subindustry)"
"group_zscore((close - vwap)/(returns - adj_close), subindustry)"
"group_rank((close - vwap)/(returns - adj_close), subindustry)"
"group_mean((close - vwap)/(returns - adj_close), subindustry)"
"group_zscore(-(close - vwap)/(returns - adj_close), subindustry)"
"group_rank(-(close - vwap)/(returns - adj_close), subindustry)"
"group_mean(-(close - vwap)/(returns - adj_close), subindustry)"
"group_zscore((close - vwap)/(adj_close - open), subindustry)"
"group_rank((close - vwap)/(adj_close - open), subindustry)"
"group_mean((close - vwap)/(adj_close - open), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - open), subindustry)"
"group_rank(-(close - vwap)/(adj_close - open), subindustry)"
"group_mean(-(close - vwap)/(adj_close - open), subindustry)"
"group_zscore((close - vwap)/(adj_close - high), subindustry)"
"group_rank((close - vwap)/(adj_close - high), subindustry)"
"group_mean((close - vwap)/(adj_close - high), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - high), subindustry)"
"group_rank(-(close - vwap)/(adj_close - high), subindustry)"
"group_mean(-(close - vwap)/(adj_close - high), subindustry)"
"group_zscore((close - vwap)/(adj_close - low), subindustry)"
"group_rank((close - vwap)/(adj_close - low), subindustry)"
"group_mean((close - vwap)/(adj_close - low), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - low), subindustry)"
"group_rank(-(close - vwap)/(adj_close - low), subindustry)"
"group_mean(-(close - vwap)/(adj_close - low), subindustry)"
"group_zscore((close - vwap)/(adj_close - close), subindustry)"
"group_rank((close - vwap)/(adj_close - close), subindustry)"
"group_mean((close - vwap)/(adj_close - close), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - close), subindustry)"
"group_rank(-(close - vwap)/(adj_close - close), subindustry)"
"group_mean(-(close - vwap)/(adj_close - close), subindustry)"
"group_zscore((close - vwap)/(adj_close - vwap), subindustry)"
"group_rank((close - vwap)/(adj_close - vwap), subindustry)"
"group_mean((close - vwap)/(adj_close - vwap), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - vwap), subindustry)"
"group_rank(-(close - vwap)/(adj_close - vwap), subindustry)"
"group_mean(-(close - vwap)/(adj_close - vwap), subindustry)"
"group_zscore((close - vwap)/(adj_close - returns), subindustry)"
"group_rank((close - vwap)/(adj_close - returns), subindustry)"
"group_mean((close - vwap)/(adj_close - returns), subindustry)"
"group_zscore(-(close - vwap)/(adj_close - returns), subindustry)"
"group_rank(-(close - vwap)/(adj_close - returns), subindustry)"
"group_mean(-(close - vwap)/(adj_close - returns), subindustry)"
"group_zscore((close - returns)/(open - high), subindustry)"
"group_rank((close - returns)/(open - high), subindustry)"
"group_mean((close - returns)/(open - high), subindustry)"
"group_zscore(-(close - returns)/(open - high), subindustry)"
"group_rank(-(close - returns)/(open - high), subindustry)"
"group_mean(-(close - returns)/(open - high), subindustry)"
"group_zscore((close - returns)/(open - low), subindustry)"
"group_rank((close - returns)/(open - low), subindustry)"
"group_mean((close - returns)/(open - low), subindustry)"
"group_zscore(-(close - returns)/(open - low), subindustry)"
"group_rank(-(close - returns)/(open - low), subindustry)"
"group_mean(-(close - returns)/(open - low), subindustry)"
"group_zscore((close - returns)/(open - close), subindustry)"
"group_rank((close - returns)/(open - close), subindustry)"
"group_mean((close - returns)/(open - close), subindustry)"
"group_zscore(-(close - returns)/(open - close), subindustry)"
"group_rank(-(close - returns)/(open - close), subindustry)"
"group_mean(-(close - returns)/(open - close), subindustry)"
"group_zscore((close - returns)/(open - vwap), subindustry)"
"group_rank((close - returns)/(open - vwap), subindustry)"
"group_mean((close - returns)/(open - vwap), subindustry)"
"group_zscore(-(close - returns)/(open - vwap), subindustry)"
"group_rank(-(close - returns)/(open - vwap), subindustry)"
"group_mean(-(close - returns)/(open - vwap), subindustry)"
"group_zscore((close - returns)/(open - returns), subindustry)"
"group_rank((close - returns)/(open - returns), subindustry)"
"group_mean((close - returns)/(open - returns), subindustry)"
"group_zscore(-(close - returns)/(open - returns), subindustry)"
"group_rank(-(close - returns)/(open - returns), subindustry)"
"group_mean(-(close - returns)/(open - returns), subindustry)"
"group_zscore((close - returns)/(open - adj_close), subindustry)"
"group_rank((close - returns)/(open - adj_close), subindustry)"
"group_mean((close - returns)/(open - adj_close), subindustry)"
"group_zscore(-(close - returns)/(open - adj_close), subindustry)"
"group_rank(-(close - returns)/(open - adj_close), subindustry)"
"group_mean(-(close - returns)/(open - adj_close), subindustry)"
"group_zscore((close - returns)/(high - open), subindustry)"
"group_rank((close - returns)/(high - open), subindustry)"
"group_mean((close - returns)/(high - open), subindustry)"
"group_zscore(-(close - returns)/(high - open), subindustry)"
"group_rank(-(close - returns)/(high - open), subindustry)"
"group_mean(-(close - returns)/(high - open), subindustry)"
"group_zscore((close - returns)/(high - low), subindustry)"
"group_rank((close - returns)/(high - low), subindustry)"
"group_mean((close - returns)/(high - low), subindustry)"
"group_zscore(-(close - returns)/(high - low), subindustry)"
"group_rank(-(close - returns)/(high - low), subindustry)"
"group_mean(-(close - returns)/(high - low), subindustry)"
"group_zscore((close - returns)/(high - close), subindustry)"
"group_rank((close - returns)/(high - close), subindustry)"
"group_mean((close - returns)/(high - close), subindustry)"
"group_zscore(-(close - returns)/(high - close), subindustry)"
"group_rank(-(close - returns)/(high - close), subindustry)"
"group_mean(-(close - returns)/(high - close), subindustry)"
"group_zscore((close - returns)/(high - vwap), subindustry)"
"group_rank((close - returns)/(high - vwap), subindustry)"
"group_mean((close - returns)/(high - vwap), subindustry)"
"group_zscore(-(close - returns)/(high - vwap), subindustry)"
"group_rank(-(close - returns)/(high - vwap), subindustry)"
"group_mean(-(close - returns)/(high - vwap), subindustry)"
"group_zscore((close - returns)/(high - returns), subindustry)"
"group_rank((close - returns)/(high - returns), subindustry)"
"group_mean((close - returns)/(high - returns), subindustry)"
"group_zscore(-(close - returns)/(high - returns), subindustry)"
"group_rank(-(close - returns)/(high - returns), subindustry)"
"group_mean(-(close - returns)/(high - returns), subindustry)"
"group_zscore((close - returns)/(high - adj_close), subindustry)"
"group_rank((close - returns)/(high - adj_close), subindustry)"
"group_mean((close - returns)/(high - adj_close), subindustry)"
"group_zscore(-(close - returns)/(high - adj_close), subindustry)"
"group_rank(-(close - returns)/(high - adj_close), subindustry)"
"group_mean(-(close - returns)/(high - adj_close), subindustry)"
"group_zscore((close - returns)/(low - open), subindustry)"
"group_rank((close - returns)/(low - open), subindustry)"
"group_mean((close - returns)/(low - open), subindustry)"
"group_zscore(-(close - returns)/(low - open), subindustry)"
"group_rank(-(close - returns)/(low - open), subindustry)"
"group_mean(-(close - returns)/(low - open), subindustry)"
"group_zscore((close - returns)/(low - high), subindustry)"
"group_rank((close - returns)/(low - high), subindustry)"
"group_mean((close - returns)/(low - high), subindustry)"
"group_zscore(-(close - returns)/(low - high), subindustry)"
"group_rank(-(close - returns)/(low - high), subindustry)"
"group_mean(-(close - returns)/(low - high), subindustry)"
"group_zscore((close - returns)/(low - close), subindustry)"
"group_rank((close - returns)/(low - close), subindustry)"
"group_mean((close - returns)/(low - close), subindustry)"
"group_zscore(-(close - returns)/(low - close), subindustry)"
"group_rank(-(close - returns)/(low - close), subindustry)"
"group_mean(-(close - returns)/(low - close), subindustry)"
"group_zscore((close - returns)/(low - vwap), subindustry)"
"group_rank((close - returns)/(low - vwap), subindustry)"
"group_mean((close - returns)/(low - vwap), subindustry)"
"group_zscore(-(close - returns)/(low - vwap), subindustry)"
"group_rank(-(close - returns)/(low - vwap), subindustry)"
"group_mean(-(close - returns)/(low - vwap), subindustry)"
"group_zscore((close - returns)/(low - returns), subindustry)"
"group_rank((close - returns)/(low - returns), subindustry)"
"group_mean((close - returns)/(low - returns), subindustry)"
"group_zscore(-(close - returns)/(low - returns), subindustry)"
"group_rank(-(close - returns)/(low - returns), subindustry)"
"group_mean(-(close - returns)/(low - returns), subindustry)"
"group_zscore((close - returns)/(low - adj_close), subindustry)"
"group_rank((close - returns)/(low - adj_close), subindustry)"
"group_mean((close - returns)/(low - adj_close), subindustry)"
"group_zscore(-(close - returns)/(low - adj_close), subindustry)"
"group_rank(-(close - returns)/(low - adj_close), subindustry)"
"group_mean(-(close - returns)/(low - adj_close), subindustry)"
"group_zscore((close - returns)/(close - open), subindustry)"
"group_rank((close - returns)/(close - open), subindustry)"
"group_mean((close - returns)/(close - open), subindustry)"
"group_zscore(-(close - returns)/(close - open), subindustry)"
"group_rank(-(close - returns)/(close - open), subindustry)"
"group_mean(-(close - returns)/(close - open), subindustry)"
"group_zscore((close - returns)/(close - high), subindustry)"
"group_rank((close - returns)/(close - high), subindustry)"
"group_mean((close - returns)/(close - high), subindustry)"
"group_zscore(-(close - returns)/(close - high), subindustry)"
"group_rank(-(close - returns)/(close - high), subindustry)"
"group_mean(-(close - returns)/(close - high), subindustry)"
"group_zscore((close - returns)/(close - low), subindustry)"
"group_rank((close - returns)/(close - low), subindustry)"
"group_mean((close - returns)/(close - low), subindustry)"
"group_zscore(-(close - returns)/(close - low), subindustry)"
"group_rank(-(close - returns)/(close - low), subindustry)"
"group_mean(-(close - returns)/(close - low), subindustry)"
"group_zscore((close - returns)/(close - vwap), subindustry)"
"group_rank((close - returns)/(close - vwap), subindustry)"
"group_mean((close - returns)/(close - vwap), subindustry)"
"group_zscore(-(close - returns)/(close - vwap), subindustry)"
"group_rank(-(close - returns)/(close - vwap), subindustry)"
"group_mean(-(close - returns)/(close - vwap), subindustry)"
"group_zscore((close - returns)/(close - returns), subindustry)"
"group_rank((close - returns)/(close - returns), subindustry)"
"group_mean((close - returns)/(close - returns), subindustry)"
"group_zscore(-(close - returns)/(close - returns), subindustry)"
"group_rank(-(close - returns)/(close - returns), subindustry)"
"group_mean(-(close - returns)/(close - returns), subindustry)"
"group_zscore((close - returns)/(close - adj_close), subindustry)"
"group_rank((close - returns)/(close - adj_close), subindustry)"
"group_mean((close - returns)/(close - adj_close), subindustry)"
"group_zscore(-(close - returns)/(close - adj_close), subindustry)"
"group_rank(-(close - returns)/(close - adj_close), subindustry)"
"group_mean(-(close - returns)/(close - adj_close), subindustry)"
"group_zscore((close - returns)/(vwap - open), subindustry)"
"group_rank((close - returns)/(vwap - open), subindustry)"
"group_mean((close - returns)/(vwap - open), subindustry)"
"group_zscore(-(close - returns)/(vwap - open), subindustry)"
"group_rank(-(close - returns)/(vwap - open), subindustry)"
"group_mean(-(close - returns)/(vwap - open), subindustry)"
"group_zscore((close - returns)/(vwap - high), subindustry)"
"group_rank((close - returns)/(vwap - high), subindustry)"
"group_mean((close - returns)/(vwap - high), subindustry)"
"group_zscore(-(close - returns)/(vwap - high), subindustry)"
"group_rank(-(close - returns)/(vwap - high), subindustry)"
"group_mean(-(close - returns)/(vwap - high), subindustry)"
"group_zscore((close - returns)/(vwap - low), subindustry)"
"group_rank((close - returns)/(vwap - low), subindustry)"
"group_mean((close - returns)/(vwap - low), subindustry)"
"group_zscore(-(close - returns)/(vwap - low), subindustry)"
"group_rank(-(close - returns)/(vwap - low), subindustry)"
"group_mean(-(close - returns)/(vwap - low), subindustry)"
"group_zscore((close - returns)/(vwap - close), subindustry)"
"group_rank((close - returns)/(vwap - close), subindustry)"
"group_mean((close - returns)/(vwap - close), subindustry)"
"group_zscore(-(close - returns)/(vwap - close), subindustry)"
"group_rank(-(close - returns)/(vwap - close), subindustry)"
"group_mean(-(close - returns)/(vwap - close), subindustry)"
"group_zscore((close - returns)/(vwap - returns), subindustry)"
"group_rank((close - returns)/(vwap - returns), subindustry)"
"group_mean((close - returns)/(vwap - returns), subindustry)"
"group_zscore(-(close - returns)/(vwap - returns), subindustry)"
"group_rank(-(close - returns)/(vwap - returns), subindustry)"
"group_mean(-(close - returns)/(vwap - returns), subindustry)"
"group_zscore((close - returns)/(vwap - adj_close), subindustry)"
"group_rank((close - returns)/(vwap - adj_close), subindustry)"
"group_mean((close - returns)/(vwap - adj_close), subindustry)"
"group_zscore(-(close - returns)/(vwap - adj_close), subindustry)"
"group_rank(-(close - returns)/(vwap - adj_close), subindustry)"
"group_mean(-(close - returns)/(vwap - adj_close), subindustry)"
"group_zscore((close - returns)/(returns - open), subindustry)"
"group_rank((close - returns)/(returns - open), subindustry)"
"group_mean((close - returns)/(returns - open), subindustry)"
"group_zscore(-(close - returns)/(returns - open), subindustry)"
"group_rank(-(close - returns)/(returns - open), subindustry)"
"group_mean(-(close - returns)/(returns - open), subindustry)"
"group_zscore((close - returns)/(returns - high), subindustry)"
"group_rank((close - returns)/(returns - high), subindustry)"
"group_mean((close - returns)/(returns - high), subindustry)"
"group_zscore(-(close - returns)/(returns - high), subindustry)"
"group_rank(-(close - returns)/(returns - high), subindustry)"
"group_mean(-(close - returns)/(returns - high), subindustry)"
"group_zscore((close - returns)/(returns - low), subindustry)"
"group_rank((close - returns)/(returns - low), subindustry)"
"group_mean((close - returns)/(returns - low), subindustry)"
"group_zscore(-(close - returns)/(returns - low), subindustry)"
"group_rank(-(close - returns)/(returns - low), subindustry)"
"group_mean(-(close - returns)/(returns - low), subindustry)"
"group_zscore((close - returns)/(returns - close), subindustry)"
"group_rank((close - returns)/(returns - close), subindustry)"
"group_mean((close - returns)/(returns - close), subindustry)"
"group_zscore(-(close - returns)/(returns - close), subindustry)"
"group_rank(-(close - returns)/(returns - close), subindustry)"
"group_mean(-(close - returns)/(returns - close), subindustry)"
"group_zscore((close - returns)/(returns - vwap), subindustry)"
"group_rank((close - returns)/(returns - vwap), subindustry)"
"group_mean((close - returns)/(returns - vwap), subindustry)"
"group_zscore(-(close - returns)/(returns - vwap), subindustry)"
"group_rank(-(close - returns)/(returns - vwap), subindustry)"
"group_mean(-(close - returns)/(returns - vwap), subindustry)"
"group_zscore((close - returns)/(returns - adj_close), subindustry)"
"group_rank((close - returns)/(returns - adj_close), subindustry)"
"group_mean((close - returns)/(returns - adj_close), subindustry)"
"group_zscore(-(close - returns)/(returns - adj_close), subindustry)"
"group_rank(-(close - returns)/(returns - adj_close), subindustry)"
"group_mean(-(close - returns)/(returns - adj_close), subindustry)"
"group_zscore((close - returns)/(adj_close - open), subindustry)"
"group_rank((close - returns)/(adj_close - open), subindustry)"
"group_mean((close - returns)/(adj_close - open), subindustry)"
"group_zscore(-(close - returns)/(adj_close - open), subindustry)"
